product_id,price,category,tuik_code
9336,35.5,Kartonpiyer stropiyer strafor,05
9337,36.0,Kartonpiyer stropiyer strafor,05
13748,35.5,Kartonpiyer stropiyer strafor,05
9327,20.0,Kartonpiyer stropiyer strafor,05
6079,27.5,2MT,05
12067,17300.0,Banyo dolapları,05
12068,17300.0,Banyo dolapları,05
13638,5775.0,Su depoları,05
14543,4400.0,Su depoları,05
14544,8250.0,Su depoları,05
12624,8250.0,Su depoları,05
14410,12650.0,Su depoları,05
13596,3200.0,Su depoları,05
11266,2750.0,Su depoları,05
11267,2950.0,Bilinmeyen,05
11277,19250.0,Su depoları,05
7483,115.7,Sıva ve harç makineleri,05
7492,903.5,Sıva ve harç makineleri,05
13924,4950.0,Su pompası hidrofor,05
10880,7550.0,Su pompası hidrofor,05
8009,10990.0,Su pompası hidrofor,05
12452,11990.0,Su pompası hidrofor,05
14933,33500.0,Su pompası hidrofor,05
11243,120.0,Tesisat malzemeleri,05
14902,319.0,Su terazileri,05
12870,399.0,Su terazileri,05
13968,225.0,Su terazileri,05
13962,275.0,Su terazileri,05
12871,300.0,Su terazileri,05
14678,435.0,Su terazileri,05
14675,310.0,Su terazileri,05
11031,320.0,Su terazileri,05
11027,175.0,Su terazileri,05
5995,220.0,Su terazileri,05
11028,280.0,Su terazileri,05
13972,245.0,Su terazileri,05
13961,79.0,Su terazileri,05
11029,475.0,Su terazileri,05
11030,415.0,Su terazileri,05
14171,1750.0,Su yalıtım bantları,05
13496,550.8,Sulama ekipmanları,05
2801,319.0,Fayans seramik granit taş,05
2802,319.0,Fayans seramik granit taş,05
8651,65.0,Sulama ekipmanları,05
9877,117.0,Sulama ekipmanları,05
8638,225.0,Sulama ekipmanları,05
8641,80.0,Sulama ekipmanları,05
13886,4250.0,Sulama ekipmanları,05
12659,249.0,Sulama ekipmanları,05
13143,648.7,Yapıştırıcılar,05
13122,147.5,Yapıştırıcılar,05
7535,1750.0,Sundurma,05
7536,3900.0,Sundurma,05
14802,2990.0,Sundurma,05
12767,4250.0,Sundurma,05
3296,55.0,Temizlik gereçleri,05
13843,736.0,Fayans seramik granit taş,05
13844,794.0,Fayans seramik granit taş,05
5926,170.0,Testere ve kesiciler,05
12755,800.0,Testere ve kesiciler,05
10946,1350.0,Testere ve kesiciler,05
13060,100.0,Matkap ve vidalamalar,05
6002,294.0,Vidalar,05
9076,294.0,Vidalar,05
6004,294.0,Vidalar,05
9078,294.0,Vidalar,05
12938,350.0,Vidalar,05
