product_id,price,category,tuik_code,change_1d,change_7d,change_15d
14659,125.0,Süpürgelik,05,0.0,0.0,0.0
463,125.0,Süpürgelik,05,0.0,0.0,0.0
502,125.0,Süpürgelik,05,0.0,0.0,0.0
13711,125.0,Süpürgelik,05,0.0,0.0,0.0
517,125.0,Süpürgelik,05,0.0,0.0,0.0
455,125.0,Süpürgelik,05,0.0,,
10423,100.0,Organizer Kaşıklık,05,0.0,0.0,0.0
10414,70.0,Sofra grubu,05,0.0,0.0,0.0
10431,35.0,Objeler,05,0.0,0.0,0.0
10893,260.0,Ahşap boyalar,05,0.0,0.0,0.0
10899,600.0,Ahşap boyalar,05,0.0,0.0,0.0
10895,275.0,Ahşap boyalar,05,0.0,0.0,0.0
10897,600.0,Ahşap boyalar,05,0.0,0.0,0.0
10894,275.0,Ahşap boyalar,05,0.0,0.0,0.0
11056,275.0,Ahşap boyalar,05,0.0,0.0,0.0
10896,600.0,Ahşap boyalar,05,0.0,0.0,0.0
10898,600.0,Ahşap boyalar,05,0.0,0.0,0.0
10406,160.0,Pişirme grubu,05,0.0,0.0,0.0
13139,255.0,Makas ve bıçaklar,05,0.0,,
3836,500.0,Ahşap boyalar,05,0.0,0.0,0.0
3828,500.0,Ahşap boyalar,05,0.0,0.0,0.0
3843,500.0,Ahşap boyalar,05,0.0,0.0,0.0
3844,500.0,Ahşap boyalar,05,0.0,0.0,0.0
3847,500.0,Ahşap boyalar,05,0.0,0.0,0.0
3826,500.0,Ahşap boyalar,05,0.0,0.0,0.0
3829,975.0,Ahşap boyalar,05,0.0,0.0,0.0
3827,975.0,Ahşap boyalar,05,0.0,0.0,0.0
3837,975.0,Ahşap boyalar,05,0.0,0.0,0.0
3830,975.0,Ahşap boyalar,05,0.0,0.0,0.0
3846,975.0,Ahşap boyalar,05,0.0,0.0,0.0
3825,975.0,Ahşap boyalar,05,0.0,0.0,0.0
10427,75.0,Hazırlık grubu,05,0.0,0.0,0.0
10426,60.0,Hazırlık grubu,05,0.0,0.0,0.0
10420,105.0,Sofra grubu,05,0.0,0.0,0.0
10419,120.0,Sofra grubu,05,0.0,0.0,0.0
12326,120.0,Yapıştırıcılar,05,0.0,0.0,0.0
3660,349.0,Vernik cila,05,0.0,0.0,0.0
3661,349.0,Vernik cila,05,0.0,0.0,0.0
3662,349.0,Vernik cila,05,0.0,0.0,0.0
3663,349.0,Vernik cila,05,0.0,0.0,0.0
3667,349.0,Vernik cila,05,0.0,0.0,0.0
3664,349.0,Vernik cila,05,0.0,0.0,0.0
3665,349.0,Vernik cila,05,0.0,0.0,0.0
11346,349.0,Vernik cila,05,0.0,0.0,0.0
3669,349.0,Vernik cila,05,0.0,0.0,0.0
3670,349.0,Vernik cila,05,0.0,0.0,0.0
3671,349.0,Vernik cila,05,0.0,0.0,0.0
3672,349.0,Vernik cila,05,0.0,0.0,0.0
3668,349.0,Vernik cila,05,0.0,,
3674,349.0,Vernik cila,05,0.0,0.0,0.0
13175,500.0,Ahşap boyalar,05,0.0,0.0,0.0
13176,500.0,Ahşap boyalar,05,0.0,0.0,0.0
3645,975.0,Vernik cila,05,0.0,0.0,0.0
3646,975.0,Vernik cila,05,0.0,0.0,0.0
3648,975.0,Vernik cila,05,0.0,0.0,0.0
3649,975.0,Vernik cila,05,0.0,0.0,0.0
3650,975.0,Vernik cila,05,0.0,0.0,0.0
3651,975.0,Vernik cila,05,0.0,0.0,0.0
3652,975.0,Vernik cila,05,0.0,0.0,0.0
11348,975.0,Vernik cila,05,0.0,0.0,0.0
3654,975.0,Vernik cila,05,0.0,0.0,0.0
3655,975.0,Vernik cila,05,0.0,0.0,0.0
3656,975.0,Vernik cila,05,0.0,0.0,0.0
3657,975.0,Vernik cila,05,0.0,0.0,0.0
3653,975.0,Vernik cila,05,0.0,0.0,0.0
3659,975.0,Vernik cila,05,0.0,0.0,0.0
13733,1350.0,Ahşap boyalar,05,0.0,0.0,0.0
13182,1600.0,Ahşap boyalar,05,0.0,0.0,0.0
3849,1100.0,Ahşap boyalar,05,0.0,0.0,0.0
13181,1600.0,Ahşap boyalar,05,0.0,0.0,0.0
13177,1100.0,Ahşap boyalar,05,0.0,0.0,0.0
13180,1600.0,Ahşap boyalar,05,0.0,0.0,0.0
14005,99.0,Çöp poşeti ve mutfak gereçleri,05,0.0,0.0,0.0
14647,137.5,Sprey boyalar,05,0.0,,
14644,137.5,Sprey boyalar,05,0.0,0.0,0.0
12942,137.5,Sprey boyalar,05,0.0,0.0,0.0
14643,137.5,Sprey boyalar,05,0.0,0.0,0.0
14646,137.5,Sprey boyalar,05,0.0,0.0,0.0
5207,50.0,Kiremit,05,0.0,0.0,0.0
5208,130.0,Kiremit,05,0.0,0.0,0.0
5209,425.0,Kiremit,05,0.0,0.0,0.0
5206,25.0,Kiremit,05,0.0,0.0,0.0
6814,365.0,Banyo aksesuarları,05,0.0,0.0,0.0
6795,279.0,Banyo aksesuarları,05,0.0,,
10723,358.0,Banyo aksesuarları,05,0.0,0.0,0.0
6822,608.0,Banyo aksesuarları,05,0.0,0.0,0.0
8011,1750.0,Akü ve yedek parça,07,0.0,0.0,0.0
8012,2690.0,Akü ve yedek parça,07,0.0,0.0,0.0
8013,3690.0,Akü ve yedek parça,07,0.0,0.0,0.0
11475,5250.0,Akü ve yedek parça,07,0.0,0.0,0.0
15054,1750.0,Akü ve yedek parça,07,0.0,0.0,0.0
645,382.8,Akustik sünger,05,0.0,,
14974,550.0,Akustik sünger,05,0.0,,
646,270.0,Akustik sünger,05,0.0,0.0,0.0
644,396.0,Akustik sünger,05,0.0,0.0,0.0
