TTB İçerik Listesi,,
Katalog Adı,(*) Birim,Katalog Kodu
Lomber laminektomi ile dekompresyon ve posterior enstrümantasyon ve greft yerleştirilmesi (5 seviyeye kadar)  - LOMBER BÖLGE,"1.500,00",NÖROŞİRÜRJİ
Lomber perkütan pedikül vida uygulaması ile stabilizasyon - LOMBER BÖLGE,"1.500,00",NÖROŞİRÜRJİ
Lomber perkütan diskektomi ve interbody füzyon - LOMBER BÖLGE,"1.500,00",NÖROŞİRÜRJİ
Lomber anterior diskektomi ve greft veya kafes yerleştirilmesi ve stabilizasyon-tek seviye - LOMBER BÖLGE,"1.500,00",NÖROŞİRÜRJİ
Lomber anterior diskektomi ve disk protezi yerleştirilmesi-tek seviye - LOMBER BÖLGE,"1.500,00",NÖROŞİRÜRJİ
"Sakrum kırığı, sakroiliak kırık/kırıklı çıkıkta sakropelvik stabilizasyon - SAKRAL BÖLGE","1.500,00",NÖROŞİRÜRJİ
Mikrovasküler dekompresyon - KRANİAL SİNİR CERRAHİSİ,"1.500,00",NÖROŞİRÜRJİ
Stereotaktik talamotomi veya pallidotomi-mikroelektrod kayıt eşliğinde - STEREOTAKSİK VE FONKSİYONEL NÖROŞİRÜRJİKAL AMELİYATLAR,"1.500,00",NÖROŞİRÜRJİ
"Posterior servikal (C3-C7) dekompresyon, fiksasyon ve greft yerleştirilmesi - SERVİKAL BÖLGE","1.400,00",NÖROŞİRÜRJİ
Selektif dorsal rizotomi (laminektomi hariç)  - STEREOTAKSİK VE FONKSİYONEL NÖROŞİRÜRJİKAL AMELİYATLAR,"1.400,00",NÖROŞİRÜRJİ
"Sellar ve parasellar tümörler, kranyotomi ile - KRANYAL KİTLE VE VASKÜLER AMELİYATLAR","1.300,00",NÖROŞİRÜRJİ
Transsfenoidal hipofizektomi (adenomektomi) Endoskopik teknikle - KRANYAL KİTLE VE VASKÜLER AMELİYATLAR,"1.300,00",NÖROŞİRÜRJİ
Anterior servikal diskektomi ve disk protezi yerleştirilmesi (tek seviye)  - SERVİKAL BÖLGE,"1.300,00",NÖROŞİRÜRJİ
Lomber posterior enstrümantasyon ve greft yerleştirilmesi (5 seviyeye kadar)  - LOMBER BÖLGE,"1.300,00",NÖROŞİRÜRJİ
Stereotaktik singulotomi-kapsulotomi - STEREOTAKSİK VE FONKSİYONEL NÖROŞİRÜRJİKAL AMELİYATLAR,"1.300,00",NÖROŞİRÜRJİ
Posterior fossa tümörleri - KRANYAL KİTLE VE VASKÜLER AMELİYATLAR,"1.250,00",NÖROŞİRÜRJİ
Karotid endarterektomi - KRANYAL KİTLE VE VASKÜLER AMELİYATLAR,"1.250,00",NÖROŞİRÜRJİ
Korpus kallozotomi - EPİLEPSİ AMELİYATLARI,"1.250,00",NÖROŞİRÜRJİ
Oksipitoservikal (Orksiput-C3) stabilizasyon ve greft yerleştirilmesi - SERVİKAL BÖLGE,"1.250,00",NÖROŞİRÜRJİ
"Kafa kaidesinde dura onarımı, kraniotomi ile)  - CERRAHİ YAKLAŞIMLAR: KRANİAL AMELİYATLAR","1.200,00",NÖROŞİRÜRJİ
Endoskopik tümör biyopsisi - CERRAHİ YAKLAŞIMLAR: KRANİAL AMELİYATLAR,"1.200,00",NÖROŞİRÜRJİ
"Parasagittal tümörler (interhemisferik, tentoriyel açıklık vb.  - KRANYAL KİTLE VE VASKÜLER AMELİYATLAR","1.200,00",NÖROŞİRÜRJİ
"Glial tümörler, internal dekompresyon, mikrocerrahi ile - KRANYAL KİTLE VE VASKÜLER AMELİYATLAR","1.200,00",NÖROŞİRÜRJİ
"Glial tümörler, lobektomi ilave edilirse - KRANYAL KİTLE VE VASKÜLER AMELİYATLAR","1.200,00",NÖROŞİRÜRJİ
Transsfenoidal hipofizektomi (adenomektomi)  - KRANYAL KİTLE VE VASKÜLER AMELİYATLAR,"1.200,00",NÖROŞİRÜRJİ
Servikal spinal intrameduller tümör çıkarılması (laminektomi hariç)  - SERVİKAL BÖLGE,"1.200,00",NÖROŞİRÜRJİ
Odontoid kırığında anterior odontoid vidalaması - SERVİKAL BÖLGE,"1.200,00",NÖROŞİRÜRJİ
Anterior servikal diskektomi ve greft/kafes yerleştirilmesi (tek seviye)  - SERVİKAL BÖLGE,"1.200,00",NÖROŞİRÜRJİ
Anterior servikal diskektomi-endoskopik teknikle - SERVİKAL BÖLGE,"1.200,00",NÖROŞİRÜRJİ
Torakal spinal intrameduller tümör çıkarılması (laminektomi hariç)  - TORAKAL BÖLGE,"1.200,00",NÖROŞİRÜRJİ
Lomber spinal intramedüller tümör çıkarılması (laminektomi hariç)  - LOMBER BÖLGE,"1.200,00",NÖROŞİRÜRJİ
Lomber posterior dinamik stabilizasyon  - LOMBER BÖLGE,"1.200,00",NÖROŞİRÜRJİ
Endoskopik veya artroskopik diskektomi ve/veya foraminotomi - LOMBER BÖLGE,"1.200,00",NÖROŞİRÜRJİ
Stereotaktik brakiterapi (radyoaktif seed ücreti hariç)  - STEREOTAKSİK VE FONKSİYONEL NÖROŞİRÜRJİKAL AMELİYATLAR,"1.200,00",NÖROŞİRÜRJİ
Stereotaktik talamotomi veya pallidotomi - STEREOTAKSİK VE FONKSİYONEL NÖROŞİRÜRJİKAL AMELİYATLAR,"1.200,00",NÖROŞİRÜRJİ
Lomber posterior diskektomi ve interbody füzyon (PLİF/TLİF)  - LOMBER BÖLGE,"1.100,00",NÖROŞİRÜRJİ
Fronto-orbital ilerletme - CERRAHİ YAKLAŞIMLAR: KRANİAL AMELİYATLAR,"1.000,00",NÖROŞİRÜRJİ
"Nazal ansefalosel eksizyonu, kraniotomi ile - CERRAHİ YAKLAŞIMLAR: KRANİAL AMELİYATLAR","1.000,00",NÖROŞİRÜRJİ
"Hidrosefali ameliyatları, üçüncü ventrikulostomi - CERRAHİ YAKLAŞIMLAR: KRANİAL AMELİYATLAR","1.000,00",NÖROŞİRÜRJİ
"BOS fistülü ameliyatları, transkranial yolla, kraniotomi - CERRAHİ YAKLAŞIMLAR: KRANİAL AMELİYATLAR","1.000,00",NÖROŞİRÜRJİ
"BOS fistülü ameliyatları, transsfenoidal yolla - CERRAHİ YAKLAŞIMLAR: KRANİAL AMELİYATLAR","1.000,00",NÖROŞİRÜRJİ
Endoskopik üçüncü ventrikülostomi - CERRAHİ YAKLAŞIMLAR: KRANİAL AMELİYATLAR,"1.000,00",NÖROŞİRÜRJİ
Endoskopik aquaduktoplasti - CERRAHİ YAKLAŞIMLAR: KRANİAL AMELİYATLAR,"1.000,00",NÖROŞİRÜRJİ
"Subdural hematom drenajı, kranyotomi ile (iki taraflı)  - KAFA TRAVMASI AMELİYATLARI","1.000,00",NÖROŞİRÜRJİ
"Glial tümörler, internal dekompresyon - KRANYAL KİTLE VE VASKÜLER AMELİYATLAR","1.000,00",NÖROŞİRÜRJİ
Ekstratemporal rezeksiyonlar - EPİLEPSİ AMELİYATLARI,"1.000,00",NÖROŞİRÜRJİ
Subpial insizyon - EPİLEPSİ AMELİYATLARI,"1.000,00",NÖROŞİRÜRJİ
Vagal stimülatör takılması - EPİLEPSİ AMELİYATLARI,"1.000,00",NÖROŞİRÜRJİ
Servikal spinal ekstrameduller tümör çıkarılması (laminektomi hariç)  - SERVİKAL BÖLGE,"1.000,00",NÖROŞİRÜRJİ
Oksipitoservikal (Oksiput-C3) posterior dekompresyon - SERVİKAL BÖLGE,"1.000,00",NÖROŞİRÜRJİ
C1-C2 vida ve/veya kanca ile fiksasyon ve greft yerleştirilmesi - SERVİKAL BÖLGE,"1.000,00",NÖROŞİRÜRJİ
Posterior servikal (C3-C7) fiksasyon ve greft yerleştirilmesi - SERVİKAL BÖLGE,"1.000,00",NÖROŞİRÜRJİ
Posterior servikal laminektomi ve kemik tümörü eksizyonu (intralezyoner)  - SERVİKAL BÖLGE,"1.000,00",NÖROŞİRÜRJİ
"Posterior servikal diskektomi-mikrocerrahi teknikle, tek seviye - SERVİKAL BÖLGE","1.000,00",NÖROŞİRÜRJİ
"Anterior servikal diskektomi-mikrocerrahi teknikle, tek seviye - SERVİKAL BÖLGE","1.000,00",NÖROŞİRÜRJİ
Torakal spinal ekstrameduller tümör çıkarılması (laminektomi hariç)  - TORAKAL BÖLGE,"1.000,00",NÖROŞİRÜRJİ
Endoskopik torakal biyopsi - TORAKAL BÖLGE,"1.000,00",NÖROŞİRÜRJİ
Lomber spinal ekstramedüller tümör çıkarılması (laminektomi hariç)  - LOMBER BÖLGE,"1.000,00",NÖROŞİRÜRJİ
"Lomber laminektomi veya laminektomi ile diskektomi-tek seviye, iki taraflı - LOMBER BÖLGE","1.000,00",NÖROŞİRÜRJİ
Lomber mikrodiskektomi (Mikroskop kullanılarak) -tek seviye - LOMBER BÖLGE,"1.000,00",NÖROŞİRÜRJİ
Lomber anterior diskektomi ve greft veya kafes yerleştirilmesi-tek seviye - LOMBER BÖLGE,"1.000,00",NÖROŞİRÜRJİ
Lomber anterior diskektomi ve disk protezi yerleştirilmesi-ilave her seviye - LOMBER BÖLGE,"1.000,00",NÖROŞİRÜRJİ
Subkütan rod tekniği ile stabilizasyon ve korreksiyon - TORAKOLOMBER DEFORMİTE,"1.000,00",NÖROŞİRÜRJİ
Spinal meningomiyelosel tamiri - SPİNAL AMELİYATLAR DİĞER,"1.000,00",NÖROŞİRÜRJİ
Spinal diastematomiyelide kemik spikül eksizyonu veya diplomiyeli eksplorasyonu - SPİNAL AMELİYATLAR DİĞER,"1.000,00",NÖROŞİRÜRJİ
"Pleksus eksplorasyonları ve dekokpresyon (brakial, aksiler vb.)  - PERİFERİK SİNİR CERRAHİSİ","1.000,00",NÖROŞİRÜRJİ
Optik sinir dekompresyonu - KRANİAL SİNİR CERRAHİSİ,"1.000,00",NÖROŞİRÜRJİ
DREZ ameliyatı (laminektomi hariç)  - STEREOTAKSİK VE FONKSİYONEL NÖROŞİRÜRJİKAL AMELİYATLAR,"1.000,00",NÖROŞİRÜRJİ
Eksternal radyocerrahi (Gama bıçağı veya lineer hızlandırıcı ile)  - STEREOTAKSİK VE FONKSİYONEL NÖROŞİRÜRJİKAL AMELİYATLAR,"1.000,00",NÖROŞİRÜRJİ
Gama Knife - STEREOTAKSİK VE FONKSİYONEL NÖROŞİRÜRJİKAL AMELİYATLAR,"1.000,00",NÖROŞİRÜRJİ
Cyber Knife - STEREOTAKSİK VE FONKSİYONEL NÖROŞİRÜRJİKAL AMELİYATLAR,"1.000,00",NÖROŞİRÜRJİ
Konveksite tümörleri - KRANYAL KİTLE VE VASKÜLER AMELİYATLAR,"900,00",NÖROŞİRÜRJİ
"Beyin apsesi, kranyotomi ile - KRANYAL KİTLE VE VASKÜLER AMELİYATLAR","900,00",NÖROŞİRÜRJİ
"İntraserebral, hematom boşaltılması, kranyotomi ile - KRANYAL KİTLE VE VASKÜLER AMELİYATLAR","900,00",NÖROŞİRÜRJİ
Posterior servikal (C3-C7) laminoplasti (sayıdan bağımsız)  - SERVİKAL BÖLGE,"900,00",NÖROŞİRÜRJİ
Torasik çıkış sendromunda dekompresyon ve servikal kot eksizyonu - PERİFERİK SİNİR CERRAHİSİ,"900,00",NÖROŞİRÜRJİ
"Kranial ansefalosel ameliyatları, diğer - CERRAHİ YAKLAŞIMLAR: KRANİAL AMELİYATLAR","800,00",NÖROŞİRÜRJİ
"Posterior servikal diskektomi-mikrocerrahi teknikle, her ek seviye için - SERVİKAL BÖLGE","800,00",NÖROŞİRÜRJİ
"Anterior servikal diskektomi-mikrocerrahi teknikle, her ek seviye için - SERVİKAL BÖLGE","800,00",NÖROŞİRÜRJİ
Anterior servikal korpektomi-her ek seviye için - SERVİKAL BÖLGE,"800,00",NÖROŞİRÜRJİ
Servikal kırık-kırıklı çıkıklarda halovest ile redüksiyon ve stabilizasyon - SERVİKAL BÖLGE,"800,00",NÖROŞİRÜRJİ
Torakotomi ve torakolomber yaklaşımla korpektomi-her ek seviye için - TORAKAL BÖLGE,"800,00",NÖROŞİRÜRJİ
Lomber nukleus replasmanı (leminektomi ve diskektomiye ilaveten)  - LOMBER BÖLGE,"800,00",NÖROŞİRÜRJİ
Lomber anterior diskektomi ve greft veya kafes yerleştirilmesi için ilave her seviye - LOMBER BÖLGE,"800,00",NÖROŞİRÜRJİ
Tek taraflı laminektomi (hemilaminotomi) ile ipsllateral ve kontralateral dekompresyon-tek seviye - LOMBER BÖLGE,"800,00",NÖROŞİRÜRJİ
Spinal meningosel tamiri - SPİNAL AMELİYATLAR DİĞER,"800,00",NÖROŞİRÜRJİ
Düşük konutsa filum terminale kesilmesi - SPİNAL AMELİYATLAR DİĞER,"800,00",NÖROŞİRÜRJİ
Enstrüman çıkarılması (6 veya daha fazla)  - SPİNAL AMELİYATLAR DİĞER,"800,00",NÖROŞİRÜRJİ
Torasik çıkış sendromunda dekompresyon - PERİFERİK SİNİR CERRAHİSİ,"800,00",NÖROŞİRÜRJİ
Vestibüler nörotomi - KRANİAL SİNİR CERRAHİSİ,"800,00",NÖROŞİRÜRJİ
Hipoglossal sinir transpozisyonu - KRANİAL SİNİR CERRAHİSİ,"800,00",NÖROŞİRÜRJİ
Perkütan kordotomi (BT ücreti hariç)  - STEREOTAKSİK VE FONKSİYONEL NÖROŞİRÜRJİKAL AMELİYATLAR,"800,00",NÖROŞİRÜRJİ
Perkütan traktotomi (BT ücreti hariç)  - STEREOTAKSİK VE FONKSİYONEL NÖROŞİRÜRJİKAL AMELİYATLAR,"800,00",NÖROŞİRÜRJİ
C1-C2 posterior tel ile fiksasyon ve greft yerleştirilmesi - SERVİKAL BÖLGE,"750,00",NÖROŞİRÜRJİ
Posterior servikal (C3-C7) laminektomi - SERVİKAL BÖLGE,"750,00",NÖROŞİRÜRJİ
Torakal posterior laminektomi (sayıdan bağımsız)  - TORAKAL BÖLGE,"750,00",NÖROŞİRÜRJİ
Lomber spondiloliziste pars defekti onarımı - LOMBER BÖLGE,"750,00",NÖROŞİRÜRJİ
Stereotaktik kateterizasyon  - STEREOTAKSİK VE FONKSİYONEL NÖROŞİRÜRJİKAL AMELİYATLAR,"750,00",NÖROŞİRÜRJİ
"Uzun süreli video EEG monitörlemesi (24 saatlik) subdural elektrodlar (strip, grid) ile (elektrod konması için gerekli cerrahi girişim)  - ELEKTROFİZYOLOJİK TESTLER","700,00",NÖROŞİRÜRJİ
Uzun süreli video EEG monitörlemesi (24 saatlik) derin elektrotlar ile (elektrod konması için gerekli cerrahi girişim)  - ELEKTROFİZYOLOJİK TESTLER,"700,00",NÖROŞİRÜRJİ
"Kraniosinostoz ameliyatları, tek veya multipl sütür - CERRAHİ YAKLAŞIMLAR: KRANİAL AMELİYATLAR","700,00",NÖROŞİRÜRJİ
"Hidrosefali ameliyatları, şant ameliyatları (şant aleti ücreti hariç)  - CERRAHİ YAKLAŞIMLAR: KRANİAL AMELİYATLAR","700,00",NÖROŞİRÜRJİ
"Subdural hematom drenajı, burr hole ile (iki taraflı)  - KAFA TRAVMASI AMELİYATLARI","700,00",NÖROŞİRÜRJİ
Kranyal kist hidatik çıkarılması - KRANYAL KİTLE VE VASKÜLER AMELİYATLAR,"700,00",NÖROŞİRÜRJİ
"Siringomiyeli için şant uygulaması (Siringoplevral, siringoperitoneal) -laminektomi hariç - SPİNAL AMELİYATLAR DİĞER","700,00",NÖROŞİRÜRJİ
Baklofen pompası implantasyonu - STEREOTAKSİK VE FONKSİYONEL NÖROŞİRÜRJİKAL AMELİYATLAR,"700,00",NÖROŞİRÜRJİ
Dorsal kolon stimülatörü yerleştirilmesi-laminotomi ile - STEREOTAKSİK VE FONKSİYONEL NÖROŞİRÜRJİKAL AMELİYATLAR,"700,00",NÖROŞİRÜRJİ
Stereotaktik kranyal biyopsi - STEREOTAKSİK VE FONKSİYONEL NÖROŞİRÜRJİKAL AMELİYATLAR,"700,00",NÖROŞİRÜRJİ
"Kranioplasti ameliyatları, yabancı cisim implantasyonu ameliyatları - CERRAHİ YAKLAŞIMLAR: KRANİAL AMELİYATLAR","600,00",NÖROŞİRÜRJİ
"Kranioplasti ameliyatları, otojen greft ameliyatları (kostaplasti vb) (kot alınması hariç)  - CERRAHİ YAKLAŞIMLAR: KRANİAL AMELİYATLAR","600,00",NÖROŞİRÜRJİ
Kafatası kemiği/saçlı deri ekstensiv tümör ameliyatları - CERRAHİ YAKLAŞIMLAR: KRANİAL AMELİYATLAR,"600,00",NÖROŞİRÜRJİ
"Epidural hematom drenajı, kranyotomi ile - KAFA TRAVMASI AMELİYATLARI","600,00",NÖROŞİRÜRJİ
"Subdural hematom drenajı, kranyotomi ile (tek taraflı)  - KAFA TRAVMASI AMELİYATLARI","600,00",NÖROŞİRÜRJİ
"Depresyon fraktürü, komplike - KAFA TRAVMASI AMELİYATLARI","600,00",NÖROŞİRÜRJİ
"Duraplasti, fasia lata grefti ile - KAFA TRAVMASI AMELİYATLARI","600,00",NÖROŞİRÜRJİ
"Beyin apsesi, burr hole ile aspirasyon - KRANYAL KİTLE VE VASKÜLER AMELİYATLAR","600,00",NÖROŞİRÜRJİ
"İntraserebral, hematom boşaltılması, burr hole ile - KRANYAL KİTLE VE VASKÜLER AMELİYATLAR","600,00",NÖROŞİRÜRJİ
Lomber laminektomi ile dekompresyon-tek seviye - LOMBER BÖLGE,"600,00",NÖROŞİRÜRJİ
Lomber translaminar faset eklemi vida fiksasyonu - LOMBER BÖLGE,"600,00",NÖROŞİRÜRJİ
Kostoplasti - TORAKOLOMBER DEFORMİTE,"600,00",NÖROŞİRÜRJİ
Enstrüman çıkarılması (5 vertebraya kadar)  - SPİNAL AMELİYATLAR DİĞER,"600,00",NÖROŞİRÜRJİ
Mikrocerrahi ile nörorafi (greft ile) tek bir sinir - PERİFERİK SİNİR CERRAHİSİ,"600,00",NÖROŞİRÜRJİ
Nervus ulnaris transpozisyonu - PERİFERİK SİNİR CERRAHİSİ,"600,00",NÖROŞİRÜRJİ
Uzun süreli video EEG monitörlemesi (24 saatlik) Foramen ovale elektrodu (PEG elektrod) ile (elektrod konması için gerekli cerrahi girişim)  - ELEKTROFİZYOLOJİK TESTLER,"500,00",NÖROŞİRÜRJİ
İntraoperatif kortikal stimülasyon (ameliyat ücretine ek olarak)  - ELEKTROFİZYOLOJİK TESTLER,"500,00",NÖROŞİRÜRJİ
"Epidural hematom drenajı, kranyektomi ile - KAFA TRAVMASI AMELİYATLARI","500,00",NÖROŞİRÜRJİ
"Duraplasti, galeal greft ile - KAFA TRAVMASI AMELİYATLARI","500,00",NÖROŞİRÜRJİ
Servikal faset çıkıklarında kapalı redüksiyon-traksiyon ve grafi kontroluyla - SERVİKAL BÖLGE,"500,00",NÖROŞİRÜRJİ
Lomber laminektomi ve/veya diskektomi-ilave her seviye - LOMBER BÖLGE,"500,00",NÖROŞİRÜRJİ
Lomber mikrodiskektomi (Mikroskop kullanılarak) ilave her seviye - LOMBER BÖLGE,"500,00",NÖROŞİRÜRJİ
Lomber posterior diskektomi ve interbody füzyon için ilave her seviye - LOMBER BÖLGE,"500,00",NÖROŞİRÜRJİ
Skolyozda posterior veya anterior cerrahi için ilave her seviye - TORAKOLOMBER DEFORMİTE,"500,00",NÖROŞİRÜRJİ
Vertebroplasti veya kifoplasti (akrilik veya greft ile) (her seviye için)  - SPİNAL AMELİYATLAR DİĞER,"500,00",NÖROŞİRÜRJİ
"Mikrocerrahi ile nörorafi, tek bir sinir - PERİFERİK SİNİR CERRAHİSİ","500,00",NÖROŞİRÜRJİ
İntraoperatif  elektrokortikografi (ameliyat ücretine ek)  - ELEKTROFİZYOLOJİK TESTLER,"400,00",NÖROŞİRÜRJİ
"Subdural hematom drenajı, burr hole ile (tek taraflı)  - KAFA TRAVMASI AMELİYATLARI","400,00",NÖROŞİRÜRJİ
"Depresyon fraktürü, basit - KAFA TRAVMASI AMELİYATLARI","400,00",NÖROŞİRÜRJİ
Lomber posterior enstrümantasyon için ilave seviye - LOMBER BÖLGE,"400,00",NÖROŞİRÜRJİ
Tek taraflı laminektomi (hemilaminotomi) ile ipsllateral ve kontralateral dekompresyon-ilave her seviye - LOMBER BÖLGE,"400,00",NÖROŞİRÜRJİ
Subkütan rodlamada her bir korreksiyon girişimi - TORAKOLOMBER DEFORMİTE,"400,00",NÖROŞİRÜRJİ
Spinal biyopsi-BT eşliğinde - SPİNAL AMELİYATLAR DİĞER,"400,00",NÖROŞİRÜRJİ
Provakatif diskografi (her seviye için)  - SPİNAL AMELİYATLAR DİĞER,"400,00",NÖROŞİRÜRJİ
"Her türlü periferik sinir eksplorasyonu (travmatik, nöroma eksizyonu, nörolizis ve basit nörorafi dahil) tek bir sinir - PERİFERİK SİNİR CERRAHİSİ","400,00",NÖROŞİRÜRJİ
"Nervus medianusun dekompresyonu, karpal tünelde - PERİFERİK SİNİR CERRAHİSİ","400,00",NÖROŞİRÜRJİ
Fasial paralizide yumuşak doku süspansiyonu - KRANİAL SİNİR CERRAHİSİ,"400,00",NÖROŞİRÜRJİ
Perkütan foramen ovale gasser ganglionu RF termo koagülasyonu (skopi hariç)  - STEREOTAKSİK VE FONKSİYONEL NÖROŞİRÜRJİKAL AMELİYATLAR,"400,00",NÖROŞİRÜRJİ
Dorsal kolon stimülatörü yerleştirilmesi-perkütan - STEREOTAKSİK VE FONKSİYONEL NÖROŞİRÜRJİKAL AMELİYATLAR,"400,00",NÖROŞİRÜRJİ
"Lomber intradiskal lezyon uygulaması (RF, lazer veya diğer tekniklerle)  - SPİNAL AMELİYATLAR DİĞER","350,00",NÖROŞİRÜRJİ
"Servikal iskelet traksiyonu uygulaması (Gardner, Crutchfield)  - SPİNAL AMELİYATLAR DİĞER","350,00",NÖROŞİRÜRJİ
Halo fiksasyon (stabilizasyon veya traksiyon)  - SPİNAL AMELİYATLAR DİĞER,"350,00",NÖROŞİRÜRJİ
Suboksipital ponksiyon ve miyelografi (ilaç hariç)  - TETKİKLER,"300,00",NÖROŞİRÜRJİ
Lateral servikal yolla miyelografi (ilaç hariç)  - TETKİKLER,"300,00",NÖROŞİRÜRJİ
Kafa içi basınç monitörü yerleştirilmesi - TETKİKLER,"300,00",NÖROŞİRÜRJİ
İntraoperatif EMG monitörlemesi - ELEKTROFİZYOLOJİK TESTLER,"300,00",NÖROŞİRÜRJİ
İntraoperatif EP (uyarılmış potansiyel) monitörlemesi - ELEKTROFİZYOLOJİK TESTLER,"300,00",NÖROŞİRÜRJİ
İntraoperatif kransal sinir iletimi incelemesi-stimulasyon ve kayıt - ELEKTROFİZYOLOJİK TESTLER,"300,00",NÖROŞİRÜRJİ
Flep rotasyonu ile sütür - CERRAHİ YAKLAŞIMLAR: KRANİAL AMELİYATLAR,"300,00",NÖROŞİRÜRJİ
Kafatası kemiği/saçlı derinin basit tümöral kitlelerinin çıkarılması - CERRAHİ YAKLAŞIMLAR: KRANİAL AMELİYATLAR,"300,00",NÖROŞİRÜRJİ
Posterior perkütan vertebral abse drenajı - SPİNAL AMELİYATLAR DİĞER,"300,00",NÖROŞİRÜRJİ
Spinal biyopsi-Skopi eşliğinde - SPİNAL AMELİYATLAR DİĞER,"300,00",NÖROŞİRÜRJİ
Selektif kök bloğu (her seviye için)  - SPİNAL AMELİYATLAR DİĞER,"300,00",NÖROŞİRÜRJİ
Torakolomber kırıklarda gövde alçısı veya korse uygulanması - SPİNAL AMELİYATLAR DİĞER,"300,00",NÖROŞİRÜRJİ
Spinal cerrahide navigasyon kullanılması - SPİNAL AMELİYATLAR DİĞER,"300,00",NÖROŞİRÜRJİ
Perkütan foramen ovale gasser ganglion bloku (skopi hariç)  - STEREOTAKSİK VE FONKSİYONEL NÖROŞİRÜRJİKAL AMELİYATLAR,"300,00",NÖROŞİRÜRJİ
Trigeminal nörektomi - STEREOTAKSİK VE FONKSİYONEL NÖROŞİRÜRJİKAL AMELİYATLAR,"300,00",NÖROŞİRÜRJİ
Perkütan sempatik blokaj - STEREOTAKSİK VE FONKSİYONEL NÖROŞİRÜRJİKAL AMELİYATLAR,"300,00",NÖROŞİRÜRJİ
Mikroelektrod kayıt (ameliyat ve elektrod ücretine ek olarak)  - STEREOTAKSİK VE FONKSİYONEL NÖROŞİRÜRJİKAL AMELİYATLAR,"300,00",NÖROŞİRÜRJİ
Kranyal cerrahide navigasyon kullanılması - STEREOTAKSİK VE FONKSİYONEL NÖROŞİRÜRJİKAL AMELİYATLAR,"300,00",NÖROŞİRÜRJİ
Lomber yolla lomber ve servikal miyelografi (ilaç hariç)  - TETKİKLER,"250,00",NÖROŞİRÜRJİ
Perkütan karotid anjiografi - TETKİKLER,"250,00",NÖROŞİRÜRJİ
"Burr Hole eksplorasyonu, tek - KAFA TRAVMASI AMELİYATLARI","250,00",NÖROŞİRÜRJİ
Tüp torakostomi (göğüs tüpüyle sualtı drenajı)  - SPİNAL AMELİYATLAR DİĞER,"250,00",NÖROŞİRÜRJİ
Faset denervasyonu (her bir faset için)  - SPİNAL AMELİYATLAR DİĞER,"250,00",NÖROŞİRÜRJİ
Servikal korpektomi + her mesafe için - SPİNAL AMELİYATLAR DİĞER,"250,00",NÖROŞİRÜRJİ
Sinir grefti alınması - PERİFERİK SİNİR CERRAHİSİ,"250,00",NÖROŞİRÜRJİ
RF nörotomi - STEREOTAKSİK VE FONKSİYONEL NÖROŞİRÜRJİKAL AMELİYATLAR,"250,00",NÖROŞİRÜRJİ
Açık kordotomi (laminektomi hariç)  - STEREOTAKSİK VE FONKSİYONEL NÖROŞİRÜRJİKAL AMELİYATLAR,"250,00",NÖROŞİRÜRJİ
Lomber yolla servikal miyelografi (ilaç hariç)  - TETKİKLER,"200,00",NÖROŞİRÜRJİ
Transkranial doppler ultrasonu - TETKİKLER,"200,00",NÖROŞİRÜRJİ
İntraoperatif periferik sinir iletimi incelemesi-stimulasyon ve kayıt - ELEKTROFİZYOLOJİK TESTLER,"200,00",NÖROŞİRÜRJİ
Ameliyat sırasında skopi kullanılması - SPİNAL AMELİYATLAR DİĞER,"200,00",NÖROŞİRÜRJİ
"Burr Hole eksplorasyonu, her ilave burr hole için - KAFA TRAVMASI AMELİYATLARI","150,00",NÖROŞİRÜRJİ
İliak kanattan otogreft alınması - SPİNAL AMELİYATLAR DİĞER,"150,00",NÖROŞİRÜRJİ
Fibular strut greft alınması - SPİNAL AMELİYATLAR DİĞER,"150,00",NÖROŞİRÜRJİ
Subdural ponksiyon ve effüzyon aspirasyonu-fontanelden - TETKİKLER,"100,00",NÖROŞİRÜRJİ
Ventriküler ponksiyon-fontanelden - TETKİKLER,"100,00",NÖROŞİRÜRJİ
Lomber yolla lomber miyelografi (ilaç hariç)  - TETKİKLER,"100,00",NÖROŞİRÜRJİ
Beyin haritalanması (Brain Mapping)  - ELEKTROFİZYOLOJİK TESTLER,"100,00",NÖROŞİRÜRJİ
Travmatik saçlı deri kesilerinde basit debridman ve sütür - CERRAHİ YAKLAŞIMLAR: KRANİAL AMELİYATLAR,"100,00",NÖROŞİRÜRJİ
Eksternal lomber drenaj sistemi veya epidural kateter yerleştirilmesi - SPİNAL AMELİYATLAR DİĞER,"100,00",NÖROŞİRÜRJİ
Faset enjeksiyonu (her bir faset için)  - SPİNAL AMELİYATLAR DİĞER,"100,00",NÖROŞİRÜRJİ
Lomber ponksiyon - TETKİKLER,"50,00",NÖROŞİRÜRJİ
Bütün Vücut Çalışma,"70,00",NÜKLEER TIP(30)
Vertebral Çalışma (AP+Lateral),"50,00",NÜKLEER TIP(30)
Femur Proksimali Çalışması(HIP),"50,00",NÜKLEER TIP(30)
Bölgesel Kemik Çalışması,"50,00",NÜKLEER TIP(30)
Radyoimmün Tedavi - Radyonüklid Tedavi,"20.000,00",NÜKLEER TIP[30]
İntraarteriyal radyonüklid tedavi - Radyonüklid Tedavi,"15.000,00",NÜKLEER TIP[30]
