date,product_id,product_name,category,tuik_category,price,relative_1d,relative_7d,relative_15d,relative_30d
2026-09-06,974260,philips homerun 9000 serisi xu9100 10,,05,36099.05,0.0,-3.7332995546547787,-3.989334822734636,-3.372547445060081
2026-09-06,974583,linktech safe k621 0 3 m,,08,272.56,0.0,2.527836292506791,2.527836292506791,2.527836292506791
2026-09-06,975046,kanz smart travel sistem,,13,23999.0,0.0,,20.001000050002492,6.6669629761322735
2026-09-06,975589,altus alk 484 xe,,05,54385.1,0.0,-2.5269289362846115,-0.5376825880455183,-0.5376825880455183
2026-09-06,975635,arcelik 6467 wf,,05,29255.6,0.0,0.0,-2.150602369341703,16.509757068896857
2026-09-06,976684,homend handmaid 1937h,,05,2799.0,,0.0,12.5,0.0
2026-09-06,977591,tcl onetouch 5041,,08,2789.07,0.0,3.4494653328734026,8.145405195812327,19.929050567595464
2026-09-06,982223,isikgaz 2182,,05,3086.15,0.05219578932353919,2.6117169836414433,3.05957863170514,3.8761490277651633
2026-09-06,982240,worx wx925,,05,9979.0,0.0,-0.170068027210879,-0.170068027210879,-3.4259169650633914
2026-09-06,982905,coral high 16607 diamond abs orta boy valiz,,03,2246.0,0.0,20.99663299663299,44.04361071027738,44.04361071027738
2026-09-06,985330,braun exactfit 2,,06,1614.8,0.0,8.521505376344084,8.521505376344084,9.925119128658944
2026-09-06,985472,tefal sm 1552,,05,6299.1,0.0,-3.2258064516128893,0.0,0.0
2026-09-06,986916,aryildiz tea joy,,05,1455.27,0.0,-15.370121600167487,-11.066635703634898,-9.010366517025359
2026-09-06,987448,york ylke48bz2eehorx ylke78bx2eeh rx,,05,128800.0,0.0,0.0,-2.127659574468088,-2.127659574468088
2026-09-06,987459,hello hl 21808,,08,741.62,0.0,6.766289482018939,6.766289482018939,6.766289482018939
2026-09-06,987594,mcs v375 polipropilen buyuk boy valiz,,03,4274.25,0.0,0.0,0.0,0.0
2026-09-06,988121,total trhli20288 solo,,05,9850.0,0.0,1.025641025641022,1.025641025641022,
2026-09-06,988388,dji flip fly more combo dji rc 2,,09,35593.1,0.0,1.0862918875872873,-2.4846575342465815,-2.481985807830356
2026-09-06,990934,electrolux ew8d394mt,,05,36799.08,0.0,0.0,-9.063506149116352,-7.9999999999999964
2026-09-06,990936,electrolux ew7d285ut,,05,26472.0,2.7676454283305008,2.7676454283305008,0.5810997809192253,0.5810997809192253
2026-09-06,991251,kingston kth pl556d4 64g,,08,139760.8,0.0,0.020610883691629667,1.6546424033300866,6.06500770287397
2026-09-06,991769,delonghi dragon 4 pro 2500w,,05,9890.0,0.0,-3.9805825242718473,2.1483164635405894,2.1483164635405894
2026-09-06,993154,avocado aura 60x90 cm,,05,2470.0,0.0,0.0,0.0,1.9818331957060176
2026-09-06,993303,philips f1 max,,08,2999.0,0.0,0.0,-20.97350939279512,-16.671297582661847
2026-09-06,993628,proforce hera,,09,13999.0,0.0,2.0408163265306145,27.275206836985188,12.000960076806155
