date,avg_inflation_1d,tuik_weighted_1d,avg_inflation_7d,tuik_weighted_7d,avg_inflation_15d,tuik_weighted_15d,avg_inflation_30d,tuik_weighted_30d,basket_inflation_1d,basket_inflation_7d,basket_inflation_15d,basket_inflation_30d
2026-05-02,-0.0301972341863679,-0.0295638180577682,3.86188399303839,5.965063252588551,2.131988038377775,4.511029654998266,3.1378647570177933,4.319734650867392,-0.0015469384683567,1.250703844309087,-0.520118609823965,1.644017269267067
2026-05-03,-0.0086128910087582,-0.0084423731614904,3.899434866270108,6.01665385224668,1.7722652380168815,3.999300679755234,2.2113322235834305,3.711405156347809,-0.004380107452796,1.2779640584378555,-0.7799922519883793,0.5730576978036408
2026-05-04,2.705199361758527,2.3872159078221284,3.2649598253856267,5.476575733987975,3.7464112724976566,5.948659273625608,3.772529052600876,5.086618298302203,2.017133837029323,1.1007584895910087,1.5086368622504511,2.4420004445513857
2026-05-06,,,3.1410990079786774,3.284975879910822,1.1467730424015572,2.2803463904146253,0.4468970267703683,-0.7699469957447426,,-1.158791081193712,-2.012602360470646,0.5454322017242956
2026-05-07,0.1888191872974011,0.2073037235794942,,,1.4981635251227623,2.530709108155905,1.0840642447972668,0.615282229177172,-0.1743665186107205,,-2.0240334020080586,0.422006347271991
2026-05-08,-0.0027828017460763,-0.0030457384674237,1.9221686482858853,1.5381851850146042,5.577571370412734,4.69907736198318,-0.6474875241803189,-0.9547418059601828,-0.1112095877342143,1.3799368219347552,0.1112759416634567,-1.7785567114502552
2026-05-09,-0.3819455732725231,-0.4191039933403716,2.118994671599944,1.675562458777497,6.1890864324590655,6.117438126638803,-1.1014391509120085,-1.4065791370533984,-0.119169870132772,1.43542497216404,0.5678893380875774,-1.9641628627528
2026-05-10,0.0,0.0,2.110055158449029,1.7476902499315576,5.865599010582044,5.794240256815256,-0.8358425361273035,-1.1820193505312964,0.0,1.453925638498006,0.4294251979981479,-1.75055674827541
2026-05-11,0.5383509606786705,0.5881907103145978,-1.2591190330958308,-1.397974406245437,6.307726060672287,6.282007127345025,-0.3947782009656038,-0.6982281717344432,0.1361149598789421,-0.6758402338042006,0.5127945270895903,-1.6934662023500948
2026-05-12,0.0564177569867001,0.0623334245512949,,,2.870370915780521,3.0854046633709844,0.0299829497904468,-0.248929052262023,0.0591809765517709,,-1.53556159943369,-1.487419575497433
2026-05-13,-0.5194047013506826,-0.5692911473370091,-0.5063275178661566,-0.5699302890577753,2.345753170293487,2.0003539656046163,-1.111489856442701,-1.693581737941248,-0.2576543261366216,-0.4044938206603146,-1.6097462303706962,-1.7245686113393657
2026-05-14,0.0451739322372377,0.0503295459909739,-0.5337902802768598,-0.5859381823849951,2.5238287649947297,2.403868462774557,-1.9987229503321864,-2.384023254383029,-0.4279748078900555,-0.7367992990534921,-2.3275785251749603,-2.472900902589973
2026-05-15,-0.2629688730819829,-0.2860587191039908,-0.9425771578039424,-1.0312894046701713,,,2.40340668775088,2.5983324328132964,-0.196969286793816,-0.7946933958839438,,-0.6514661353377188
2026-05-16,-0.8419630367628388,-1.266814626387044,-1.5316794973388217,-2.020592814712816,-0.0539954570091766,-0.9263389890672356,-0.6459241708786816,-1.0660480093726583,2.0610740610740605,1.1344914083458428,2.801533828383658,-1.0170470601032155
2026-05-17,0.5829026080285477,0.3443894461874516,-0.7382685251479983,-1.4231292218175802,1.006405885750722,-0.007112800475941,0.413297079589872,-0.2242900269324235,0.4589029377514531,1.761097987948426,3.4373273007025307,-0.4025400069808738
2026-05-18,0.670994120960505,0.7312646067574987,-0.8041982830386464,-1.5381523568143662,1.4409062888632895,0.5028177440029875,0.0835740572980258,-0.9067356947564786,0.4152125805737466,1.988968519444794,3.918406598853921,-0.1362914043629663
2026-05-19,0.2045826109906554,0.2228230245038717,-1.030861043879241,-1.7477247832866385,-2.0455393195206826,-2.8389298686950566,0.9490894206538264,0.4192072691592945,0.0382423522157261,1.6997351929364155,1.608262263744621,0.1793773857606985
2026-05-20,-0.3560306224536229,-0.3946267775070474,-0.7266096118611267,-1.4163914896079408,,,0.491573638209748,-0.1571277015164378,-0.072352617717709,1.953998317719067,,0.0449165911390156
2026-05-21,0.0676630195898441,0.074680356742566,0.3465220167399815,-0.3459527900951674,-0.2977874781181899,-0.9998825368655344,1.180508927511305,0.7355156780630494,-0.0072616763216704,2.877322243604514,1.838730602265356,0.1938719552878986
2026-05-22,-0.2117642725685312,-0.0315201478187582,0.4774189609548839,-0.2025794538744388,-0.7355141813145958,-1.495830625505287,1.3470037516036355,0.7020302512676928,-0.0820345427479921,3.0285687666784207,1.903709381294445,0.3198578531275318
2026-05-23,-0.2783476252084963,-0.3078436204987024,0.8227240134115359,0.6233777355747582,-0.9283767674345268,-1.7094418983604966,4.181005124239978,2.6219533676154767,-0.0143084135618005,0.8126670771703494,1.964452668199165,2.229702727491004
2026-05-24,0.0,0.0,0.2431298249724982,0.2641390737881209,-0.6233532883501159,-1.4463766771399431,4.608145602448896,3.650229371774935,0.0,0.3788679596731169,2.0665250961088883,2.532846304205718
2026-05-25,0.401298984761687,0.4452329136624043,-0.1197266213382653,-0.1304910687208672,-0.4077993894908434,-1.1672032894846285,4.6892973742184765,3.640015243957995,0.041792673090261,-0.0407386905340178,2.1567216387796986,2.500205230268355
2026-05-26,-0.1135890650635059,-0.1268389777877611,-0.481570758620409,-0.5326991325769449,-0.8323290989665137,-1.6931245073841228,4.498644695300222,3.4628151388950723,-0.0657669744561071,-0.1554142437154365,1.944139731668329,2.452064307312675
2026-05-27,0.1883724402329585,0.2088950081704699,0.1294132141763739,0.1435584143916684,-1.0260601005934695,-1.930995215226653,0.7748984133329058,-0.0138760446317303,0.1045999986902261,0.0781051865519408,1.7787870826153145,0.1747329642647738
2026-05-28,0.1212525387250295,0.13368147490058,-0.1084724387988297,0.089454293721573,-0.3328426542114983,-1.1730194065649315,0.6932926143970312,-0.5033199179733041,0.1767267796916895,0.1944646646681165,2.178670720779367,0.5243624470059448
2026-05-29,0.0,0.0,0.3246740089734515,0.3608695395259972,0.3071799204329978,-0.4837438849770172,1.5825361324042908,0.6823893281791644,0.0,0.2844493197923301,3.098588840541388,0.6462935988483525
2026-05-30,0.0,0.0,0.6394332568878689,0.7253357267555437,0.999329935879678,0.319002011713335,,,0.0,0.2687985954721061,3.400761240959046,
2026-05-31,-0.11690016388512849,-0.12915769670328187,0.616823852775124,0.6898537991162024,1.609679871511925,1.459958534540603,1.6178838746202433,0.3414153182711921,-0.03585989939636419,0.2570818238192553,1.1487322698254079,4.789591515451207
